,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
207,-4.9,32.77495733,-1.048303242,0.107514052,0.074676354,-0.156810787,0.073139697,-6.960482699,-0.94078919,-1.048303242
208,-4.5,36.07738127,-0.845478521,0.405584224,0.036770986,-0.199545612,-0.011225196,-5.011614143,-0.439894297,-0.845478521
209,-3.7,36.05295244,-1.223966248,0.162276621,0.075712358,-0.205885114,0.200324315,-9.807460886,-1.061689628,-1.223966248
210,-3.6,37.40135239,-1.037272113,-1.199755948,0.026594717,-0.181720576,0.02079631,-4.463898948,-2.237028061,-1.037272113
211,-4.5,35.22804414,-0.956840559,-0.658361748,0.043441767,-0.169166745,0.088555126,-6.462379466,-1.615202308,-0.956840559
212,-5,38.25147662,-0.937582055,0.018313039,0.049428592,-0.21341104,0.021951024,-5.332836104,-0.919269016,-0.937582055
213,-3.9,35.93664506,-0.93641967,-0.774585573,0.038711238,-0.174079864,0.08888987,-7.302033995,-1.711005243,-0.93641967
214,-3.9,36.11813056,-0.826515485,-0.015457333,0.059747933,-0.208402074,-0.085428603,-1.849681259,-0.841972817,-0.826515485
215,-4.5,36.2030329,-1.025548565,-1.074551072,0.044087891,-0.168778849,0.010860817,-5.104657034,-2.100099638,-1.025548565
216,-4.9,39.86452992,-0.98801448,-1.298880636,0.02282559,-0.193286643,0.129045192,-8.275071134,-2.286895116,-0.98801448
217,-4.9,32.90856123,-0.836730993,-0.326859015,0.04091185,-0.147572536,0.08729203,-6.986810983,-1.163590008,-0.836730993
218,-4,36.03151766,-0.86986745,0.379464269,0.063652511,-0.219712071,0.033778185,-4.662734994,-0.490403181,-0.86986745
219,-5.4,35.41143802,-0.678580087,0.198724443,0.047802745,-0.188968908,-0.108257361,-0.899949428,-0.479855644,-0.678580087
220,-2.3,34.96638701,-1.270791654,-0.440748811,0.011444676,-0.171158982,-0.032914686,-1.755605803,-1.711540465,-1.270791654
221,-4,36.66054514,-1.061522709,-0.455604785,0.020347828,-0.174330711,0.05217308,-7.080528772,-1.517127494,-1.061522709
222,-3.8,39.6561885,-1.147992108,-0.10231444,0.030834587,-0.222202232,0.080365801,-6.290846051,-1.250306548,-1.147992108
223,-4.5,36.08109381,-0.809337372,-1.441250155,0.02644474,-0.161240241,0.04559425,-6.087130296,-2.250587527,-0.809337372
224,-4,37.25049614,-1.115338854,-0.408773704,0.012189258,-0.17151331,0.064981275,-6.46583366,-1.524112559,-1.115338854
225,-3.4,38.178964,-1.123734945,-0.370267317,0.025858116,-0.198798745,-0.047387185,-3.078291657,-1.494002262,-1.123734945
226,-4,37.71542816,-1.07495227,-0.071367764,0.031453411,-0.203584244,0.086902133,-7.151978876,-1.146320034,-1.07495227
227,-3.9,31.1249573,-0.898974133,-0.07557546,0.086005896,-0.162912133,-0.02513773,-2.703640064,-0.974549593,-0.898974133
228,-3,33.10663859,-0.91932106,-0.962820082,0.055433829,-0.165840328,-0.107544673,-0.492243573,-1.882141141,-0.91932106
229,-3.7,36.17840828,-1.118140932,-0.296461776,0.005907855,-0.167510613,0.084791754,-6.49547679,-1.414602708,-1.118140932
230,-3.4,31.21081059,-0.767695243,-0.80048914,0.044854481,-0.131949378,-0.082746867,-2.046586102,-1.568184383,-0.767695243
231,-3.8,37.47362843,-1.066812116,-1.590770827,0.027262922,-0.166074132,0.002479299,-5.041234514,-2.657582943,-1.066812116
232,-3.9,36.85786703,-0.889713957,-1.160961037,0.032713448,-0.186451031,-0.034486074,-2.552294679,-2.050674994,-0.889713957
233,-3.4,33.17390439,-0.590669607,-0.345911133,0.07097103,-0.192238067,-0.13295018,0.772819316,-0.936580739,-0.590669607
234,-5,34.95326184,-0.918481022,-0.22363777,0.01742866,-0.14942492,0.025167935,-4.962761775,-1.142118792,-0.918481022
235,-3.8,35.19107808,-0.664135104,-0.240515023,0.051040002,-0.196518438,-0.06500155,-3.248297748,-0.904650127,-0.664135104
236,-4.9,40.66068915,-1.088156405,-0.629104876,0.024446872,-0.20747388,0.14548965,-9.164846274,-1.717261281,-1.088156405
237,-3.5,31.59691714,-0.793183655,-0.72406106,0.073641706,-0.167012372,-0.060359121,-0.915936888,-1.517244715,-0.793183655
238,-2.1,31.53959421,-0.904669955,-0.530682953,0.042919506,-0.155442931,-0.131209322,0.22988627,-1.435352909,-0.904669955
239,-3.9,40.50284458,-1.107982254,-0.79566332,0.032619286,-0.219327212,0.145007493,-8.769833976,-1.903645575,-1.107982254
240,-3.9,35.33998353,-0.818111933,-1.31545035,0.019256936,-0.162546642,-0.116479449,-0.279789933,-2.133562282,-0.818111933
241,-3.5,38.3911103,-0.95840411,0.228863448,0.047027166,-0.237553684,0.015440671,-3.439669241,-0.729540662,-0.95840411
242,-4,39.28123881,-1.008434372,-0.540511225,0.019888915,-0.207603052,0.115331709,-7.548822818,-1.548945597,-1.008434372
243,-3.9,39.17190938,-1.158043981,-0.276455331,0.045492513,-0.218206674,0.157113364,-9.418935428,-1.434499312,-1.158043981
244,-4.6,35.2203446,-1.03428316,-0.825383298,0.069146453,-0.164005052,0.034956144,-6.546861272,-1.859666458,-1.03428316
245,-3.3,39.93531202,-0.944665482,-0.885225657,0.032409146,-0.228754371,0.024870457,-4.582844064,-1.829891139,-0.944665482
246,-3.9,28.4199894,-0.681358404,0.80562676,0.087479209,-0.149714607,-0.173981355,0.338968626,0.124268356,-0.681358404
247,-3.5,38.08075635,-1.055681153,-0.904828224,0.009422234,-0.178379405,0.09499327,-7.107353937,-1.960509376,-1.055681153
248,-3.7,34.33353017,-0.780603561,-1.342541793,0.036707271,-0.162021858,-0.095400223,-0.447173105,-2.123145354,-0.780603561
249,-3.9,35.7768753,-1.06908399,-1.131910645,0.072238851,-0.184351192,0.112037136,-7.311406267,-2.200994634,-1.06908399
250,-3.9,38.47063028,-1.224759871,-1.043311153,0.043178435,-0.184614303,0.17284382,-10.407095,-2.268071024,-1.224759871
251,-3.8,39.16602063,-0.917772351,-1.283383781,-0.00731009,-0.187105442,0.011424067,-3.601275541,-2.201156132,-0.917772351
252,-3.8,42.34313946,-0.980254195,-0.88493989,0.020181697,-0.231939965,0.022064366,-4.820248462,-1.865194085,-0.980254195
253,-3.8,37.33153363,-1.017368149,0.078434923,0.038791478,-0.206033486,0.044692326,-5.535974503,-0.938933226,-1.017368149
254,-3.4,42.15496727,-0.829804333,-1.185789665,0.022111041,-0.251476363,-0.005518968,-2.400762908,-2.015593998,-0.829804333
255,-3.4,40.7095126,-1.164255154,-1.55794009,0.044817795,-0.217996761,0.125090287,-8.290433712,-2.722195245,-1.164255154
256,-3.8,32.24842784,-1.21659547,0.152927832,0.06920258,-0.157302013,0.151156319,-8.388879852,-1.063667638,-1.21659547
257,-4.4,35.08523495,-0.943838555,-0.759910515,0.034374916,-0.158669793,0.095349189,-6.934961667,-1.70374907,-0.943838555
258,-3.5,31.77465546,-0.932984016,-0.936967201,0.049141981,-0.14677864,-0.036373309,-1.810367344,-1.869951217,-0.932984016
259,-5.5,38.15420604,-1.066941319,0.386524977,0.044971877,-0.207923312,0.138662308,-8.978798157,-0.680416343,-1.066941319
260,-3.8,37.44301891,-0.868850744,-1.478550829,0.050074072,-0.192389125,0.012460006,-3.502320704,-2.347401572,-0.868850744
261,-3.9,37.97801054,-0.91248109,-0.668798705,0.045981848,-0.209910325,0.025280783,-5.283128516,-1.581279794,-0.91248109
262,-4.7,33.82745747,-0.921884899,-1.059700802,0.074919633,-0.163721154,-0.011102635,-3.399836577,-1.981585701,-0.921884899
263,-4.3,36.31238837,-1.064197265,-0.532221505,0.03409061,-0.175935011,0.077392095,-5.654090155,-1.59641877,-1.064197265
264,-3.8,37.35791738,-0.83266876,-1.438669756,0.031054637,-0.183395365,-0.05113653,-2.308444586,-2.271338515,-0.83266876
265,-3.9,34.75576687,-0.9882146,-0.010371517,0.060990922,-0.174619555,0.044641338,-7.0140589,-0.998586117,-0.9882146
266,-4.1,38.60406301,-0.956521117,-0.585787046,0.002884242,-0.187249247,0.029500071,-5.660845676,-1.542308164,-0.956521117
267,-3.8,34.13546333,-0.67270163,0.37166834,0.052846212,-0.201256692,-0.123020238,-0.256110245,-0.30103329,-0.67270163
268,-3.8,36.348994,-0.881097708,-0.044514121,0.039912967,-0.201945496,0.015004875,-4.64854347,-0.925611829,-0.881097708
269,-3.8,34.72903697,-0.912083219,-0.111679832,0.060033121,-0.181965009,0.008812803,-5.471744404,-1.023763051,-0.912083219
270,-4.1,38.6742407,-0.988529006,-1.012726119,0.018165884,-0.197523446,0.066834798,-5.632385359,-2.001255125,-0.988529006
271,-3.5,32.06790992,-0.85240505,-0.094569375,0.058053718,-0.167725221,-0.103197209,-0.291974787,-0.946974425,-0.85240505
272,-4,35.16573844,-0.840693042,0.244281477,0.063965457,-0.204460261,-0.017197602,-3.541518924,-0.596411565,-0.840693042
273,-4.9,37.89479765,-0.95567388,-0.919944921,0.041427679,-0.192859252,0.09134347,-6.351573454,-1.875618801,-0.95567388
274,-4.9,38.17911165,-1.008110488,0.162608437,0.022771763,-0.200443922,0.017384691,-4.682385293,-0.845502052,-1.008110488
275,-4.2,36.96686772,-0.855544068,-1.270002577,0.010221892,-0.165474276,-0.005276456,-4.805565841,-2.125546644,-0.855544068
276,-3.9,33.38081048,-0.86854829,-0.657693527,0.071930292,-0.179472879,0.044412126,-4.740722819,-1.526241817,-0.86854829
277,-5,36.3445043,-0.786708261,-0.956304585,0.036170034,-0.177964655,0.053374958,-5.815513953,-1.743012846,-0.786708261
278,-3.3,33.70948066,-1.141287649,-1.67168889,0.020269772,-0.123934361,-0.019964344,-3.726526942,-2.812976539,-1.141287649
279,-3.9,41.43227773,-1.038263864,-0.36089657,0.004911899,-0.225203761,0.120855434,-8.628475075,-1.399160434,-1.038263864
280,-5.5,30.80335916,-0.952334297,0.35138741,0.073975162,-0.146554413,0.072051562,-6.31414122,-0.600946888,-0.952334297
281,-3.5,32.35091077,-0.868351432,-0.766108068,0.036815476,-0.138980981,-0.06327862,-2.509898708,-1.6344595,-0.868351432
282,-3.8,37.18060803,-0.913193025,-0.13872114,0.038781805,-0.206502994,0.058809357,-5.480859978,-1.051914165,-0.913193025
283,-3.8,38.98471293,-0.868460137,-0.80068853,0.021076991,-0.206818372,0.028549994,-4.95751336,-1.669148667,-0.868460137
284,-3.5,31.58349322,-0.961814625,-0.183465473,0.032100782,-0.132604269,-0.00573804,-4.936759974,-1.145280097,-0.961814625
285,-3.8,34.267804,-0.813711455,-0.284707499,0.044943839,-0.181237436,-0.080583375,-0.671130052,-1.098418954,-0.813711455
286,-4.9,35.64783394,-1.050037601,-0.369924995,0.022133764,-0.152703387,0.090806405,-8.019356966,-1.419962596,-1.050037601
287,-3.9,36.24938323,-1.040553676,-1.684480099,0.019957126,-0.155128339,-0.00328707,-3.836928656,-2.725033775,-1.040553676
288,-4.9,36.42472688,-0.6170219,-1.566315176,0.024151531,-0.170141831,-0.135560717,0.242659771,-2.183337076,-0.6170219
289,-4,32.92325839,-0.833729699,0.34944632,0.087081212,-0.197503425,0.074155208,-6.205304129,-0.484283379,-0.833729699
290,-3.8,38.45663426,-0.904090342,-1.665787924,0.012011358,-0.181446118,-0.004991494,-3.337806279,-2.569878266,-0.904090342
291,-3.9,32.05749519,-1.179085415,0.611172052,0.067589441,-0.159175995,0.208862523,-11.44855641,-0.567913362,-1.179085415
292,-4.5,38.2985992,-1.059658915,-0.315526948,0.032887948,-0.195936717,0.10960839,-7.968674555,-1.375185863,-1.059658915
293,-3.5,35.71660516,-0.849860805,-1.120732402,0.058423964,-0.183778115,-0.08586245,-1.407343387,-1.970593207,-0.849860805
294,-3.8,37.67369058,-0.822136748,-1.05052695,0.007270065,-0.181984049,-0.065308445,-2.143353711,-1.872663698,-0.822136748
295,-3.5,34.15383538,-0.830364896,0.180032016,-0.014341894,-0.157210236,-0.046206258,-2.373974049,-0.65033288,-0.830364896
296,-3.9,33.15560753,-1.182420904,-0.566631872,0.066963257,-0.152391624,0.169786984,-9.460126499,-1.749052776,-1.182420904
297,-3.9,32.71002849,-0.914452256,0.975587953,0.073638478,-0.187394619,0.083878402,-7.714996152,0.061135697,-0.914452256
298,-4,35.1843886,-0.884414264,-0.144320833,0.055918741,-0.190328553,-0.020461049,-3.34276863,-1.028735097,-0.884414264
299,-3.9,31.92913976,-0.820322218,-0.61252386,0.062977716,-0.156021353,-0.039171156,-2.489986292,-1.432846079,-0.820322218
300,-3.7,38.56920413,-1.099899868,-0.695110208,0.013191855,-0.189313536,0.084291007,-7.436571561,-1.795010076,-1.099899868
301,-3.3,35.2135287,-1.06514137,-0.884806954,0.044065765,-0.173634416,-0.000689304,-4.402644147,-1.949948325,-1.06514137
302,-4.9,38.61569595,-0.932943167,-0.004070069,0.001113681,-0.19779923,0.133165619,-8.052505468,-0.937013235,-0.932943167
303,-5.7,36.74484442,-0.720863217,-0.758086992,0.038632239,-0.185664515,-0.002417709,-3.871028247,-1.478950209,-0.720863217
304,-3.7,35.7461416,-0.779625424,-0.849128902,0.020424672,-0.17371339,-0.086122524,-1.985228481,-1.628754326,-0.779625424
305,-3.8,33.13419993,-0.896842195,-1.753111706,0.053514474,-0.136968548,-0.105976725,-0.894974359,-2.649953902,-0.896842195
306,-3.9,41.37738675,-0.885168589,-1.57346305,-0.009148749,-0.217213732,0.008056445,-2.828771155,-2.458631639,-0.885168589
307,-3.8,30.74061319,-1.022564897,0.50995298,0.066315331,-0.15221,0.04336741,-5.831013999,-0.512611917,-1.022564897
308,-3.8,37.96453759,-0.753386772,-0.138184436,0.033858253,-0.222870744,-0.070667858,-1.175358607,-0.891571208,-0.753386772
309,-3.7,34.16128478,-0.921202201,-1.593299375,0.036029643,-0.143925069,-0.086880959,-1.528160046,-2.514501576,-0.921202201
310,-3.9,34.77592074,-1.139301823,-0.508828037,0.045405919,-0.16679874,0.105794097,-7.774483288,-1.64812986,-1.139301823
311,-3.5,38.57060691,-1.018005326,-1.568648889,-0.009882905,-0.164439374,-0.020877056,-3.428864237,-2.586654215,-1.018005326
312,-3.8,34.34439138,-0.936316346,-1.09907711,0.052402674,-0.166355781,0.039141439,-5.064525116,-2.035393455,-0.936316346
313,-3.8,37.01975712,-0.694153986,-0.588601862,0.039547486,-0.19929694,-0.060433524,-2.494675334,-1.282755848,-0.694153986
314,-3.8,39.17379781,-0.93116671,-0.767452466,0.008474694,-0.200722689,0.029460011,-4.74356889,-1.698619176,-0.93116671
315,-3.9,36.62095904,-0.767157198,-0.303497454,0.090412025,-0.226173919,-0.090932335,-1.924452751,-1.070654652,-0.767157198
316,-4.9,37.95378351,-1.22497905,0.41251953,0.041567659,-0.19660362,0.263824531,-13.17634592,-0.81245952,-1.22497905
317,-4.2,42.57978895,-1.013038133,-0.742795335,0.030989592,-0.24230687,0.09562384,-7.298541171,-1.755833467,-1.013038133
318,-4.7,34.00285601,-0.922546956,-0.461167613,0.037597534,-0.157535147,0.052590268,-6.281238184,-1.383714569,-0.922546956
319,-3.4,32.90806124,-0.695555645,-0.572011834,0.062484396,-0.179259223,-0.083496571,-0.50930412,-1.267567479,-0.695555645
320,-3.9,36.26789453,-0.958880212,-0.149340106,0.055705833,-0.200951079,0.042708183,-5.792552897,-1.108220317,-0.958880212
321,-3.9,36.63110502,-1.048622949,-0.95188197,0.023522995,-0.168285755,0.056015014,-6.688197415,-2.000504919,-1.048622949
322,-3.1,41.11005282,-0.866466696,-1.301979583,0.012627935,-0.224250882,0.044657457,-4.456824666,-2.168446279,-0.866466696
323,-4.5,35.78290928,-0.912500673,-0.364254593,0.063653244,-0.181378873,0.050107974,-7.119387717,-1.276755267,-0.912500673
324,-4.1,34.58689681,-1.040607399,-0.275148634,0.069992957,-0.184199453,0.065015744,-6.326173051,-1.315756033,-1.040607399
325,-2.2,37.58136216,-1.255173052,-0.621378621,0.017702343,-0.198477657,-0.04834522,-2.000252984,-1.876551673,-1.255173052
326,-4.9,31.36714294,-0.870949243,-0.550729022,0.079552585,-0.138194972,-0.03546806,-3.159648746,-1.421678265,-0.870949243
327,-2.1,30.82736843,-0.986752143,-0.299084464,0.041822883,-0.148174148,-0.176593647,1.966675176,-1.285836606,-0.986752143
328,-5,38.07479268,-0.908639315,-0.479487318,0.033825352,-0.19461962,0.102599546,-7.340702531,-1.388126633,-0.908639315
329,-3.2,35.22232052,-0.923498662,-1.109479772,0.018621771,-0.163175375,-0.020986627,-2.915145564,-2.032978435,-0.923498662
330,-4.9,42.71638331,-1.150938236,-1.005901115,0.009825747,-0.217917821,0.143164988,-8.42567399,-2.156839352,-1.150938236
331,-3.3,32.00557998,-0.840515369,-0.100659128,0.093205944,-0.187214946,0.000609991,-3.491995505,-0.941174497,-0.840515369
332,-4.3,33.22023787,-0.822828834,-0.779510411,0.033262229,-0.136049268,-0.124103592,-0.871561539,-1.602339245,-0.822828834
333,-3.8,32.46039828,-1.20010528,0.37760418,0.114339069,-0.180646185,0.132096958,-9.903697851,-0.8225011,-1.20010528
334,-3.5,33.50537584,-1.035217989,0.885949443,0.057070197,-0.188645266,0.009579468,-4.214087222,-0.149268546,-1.035217989
335,-4.5,38.21318337,-0.915645805,-0.131629307,-0.01939684,-0.174542928,-0.012483567,-4.599555991,-1.047275112,-0.915645805
336,-4.2,32.90512733,-1.202463254,-0.632901691,0.080892151,-0.153581688,-0.001185566,-5.005042201,-1.835364945,-1.202463254
337,-3.5,31.5672521,-1.023481735,-0.572615809,0.048687728,-0.135365274,-0.007782613,-4.838693023,-1.596097544,-1.023481735
338,-4.9,38.72636895,-0.760805612,-0.659527764,0.020506083,-0.196712024,-0.006392875,-4.441549221,-1.420333377,-0.760805612
339,-5,32.67297136,-0.765126981,-0.239214425,0.036194746,-0.149897944,-0.020572354,-3.620033869,-1.004341406,-0.765126981
340,-3.8,36.73075542,-0.92242678,-1.478431362,0.029396868,-0.175281091,-0.019711101,-3.287182637,-2.400858142,-0.92242678
341,-3.8,36.24698793,-1.08441657,0.186390515,0.034658858,-0.192067678,0.055410651,-6.419763664,-0.898026055,-1.08441657
342,-4.9,37.68600421,-0.9620045,-0.852008474,0.041626351,-0.184536923,0.056262185,-6.007460764,-1.814012974,-0.9620045
343,-3.9,37.1722947,-0.854986547,-0.673581898,0.018340324,-0.197903488,-0.012695798,-3.077259753,-1.528568445,-0.854986547
344,-3.9,34.30011872,-0.845697222,-0.568477009,0.04736808,-0.171756102,-0.097137979,-1.099037935,-1.414174231,-0.845697222
345,-3.8,36.07286041,-1.117062215,0.29063262,0.068126497,-0.206218489,0.088147887,-6.698412335,-0.826429595,-1.117062215
346,-2.2,30.06293348,-0.942167189,0.240063911,0.078576126,-0.167887713,-0.054251474,-2.131388006,-0.702103278,-0.942167189
347,-5.4,35.45020531,-0.963608626,0.276438838,0.045472077,-0.175597826,0.037721968,-6.156873908,-0.687169788,-0.963608626
348,-3.8,31.40281069,-0.774234995,0.167817178,0.052048944,-0.153236492,0.024506159,-5.153369901,-0.606417817,-0.774234995
349,-3.7,37.39275055,-1.249967237,-0.751445138,0.059915539,-0.195116232,0.091985951,-7.348840355,-2.001412375,-1.249967237
350,-3.9,39.76226467,-0.893096365,-0.175711922,0.043819155,-0.235069995,-0.017587135,-3.64929054,-1.068808288,-0.893096365
351,-3.8,35.63669888,-0.963375925,0.094009547,0.049633084,-0.196226054,0.107062534,-7.106456597,-0.869366379,-0.963375925
352,-3.8,36.59508176,-0.949887111,-0.335188704,0.048573856,-0.199187733,0.081959849,-6.404563093,-1.285075815,-0.949887111
353,-4.7,35.84820637,-1.093957076,0.157753855,0.048841492,-0.179618448,0.114111565,-8.21871902,-0.936203221,-1.093957076
354,-3.8,36.74042054,-1.106232812,-0.642045544,0.062976767,-0.201004721,0.114259726,-7.36816756,-1.748278356,-1.106232812
355,-4.5,34.49793867,-0.750130093,-0.532458093,0.058547509,-0.178302709,-0.004707154,-4.797248905,-1.282588185,-0.750130093
356,-4.6,41.5104001,-1.146476101,-0.291137825,0.034984574,-0.236691334,0.247279684,-11.86892563,-1.437613926,-1.146476101
357,-4.5,41.31763472,-1.119085314,-0.54151072,0.009422232,-0.218440238,0.223144206,-10.88820467,-1.660596033,-1.119085314
358,-3.5,34.04189813,-0.896686762,-1.199880595,0.064536062,-0.171847302,0.001469902,-3.213904694,-2.096567357,-0.896686762
359,-4.4,35.19639334,-0.71391729,-0.424316961,0.042563413,-0.187726816,-0.105329064,-0.785729399,-1.138234251,-0.71391729
360,-3.9,39.59279321,-1.098951763,0.505800758,0.042250749,-0.235034759,0.215703243,-10.66492879,-0.593151005,-1.098951763
361,-4.7,37.01796,-0.846603138,-1.469940634,0.0224076,-0.17085395,-0.008009895,-3.922570532,-2.316543772,-0.846603138
362,-4,34.1439487,-0.746038372,0.001744364,0.053961089,-0.189227171,-0.069647654,-2.044199287,-0.744294008,-0.746038372
363,-3.9,35.92083728,-0.840256401,-0.614908467,0.018495314,-0.17396465,0.012675158,-5.384895289,-1.455164868,-0.840256401
364,-4,37.04636448,-0.6907828,-1.356074846,0.038450727,-0.185287656,-0.090599619,-2.002410544,-2.046857646,-0.6907828
365,-4.5,40.49703571,-0.907709298,-0.121732398,-0.00313335,-0.219252585,0.078074227,-6.333875637,-1.029441696,-0.907709298
366,-4.5,37.37679303,-0.909961995,0.077292969,0.048088556,-0.209462956,0.042341546,-6.216629024,-0.832669027,-0.909961995
367,-3.9,31.24736879,-0.870152208,-0.239431641,0.080274496,-0.159216776,-0.033755278,-3.927009343,-1.109583849,-0.870152208
368,-3.9,36.94149685,-1.059073366,-0.007402518,0.012251539,-0.183324924,0.072591976,-6.669537186,-1.066475884,-1.059073366
369,-5.5,39.78312195,-0.829410687,-0.211934408,0.039375774,-0.216188155,0.005111314,-5.784923534,-1.041345095,-0.829410687
370,-4.8,35.8899357,-0.934324014,0.271139377,0.053045796,-0.194081337,0.148920329,-8.70383007,-0.663184637,-0.934324014
371,-3.8,34.53576917,-1.255602217,-0.773222214,0.058091483,-0.157836124,0.100933473,-7.43919248,-2.028824431,-1.255602217
372,-5,34.55770014,-0.780715208,-0.61407093,0.017384043,-0.144724003,0.016077084,-5.227067993,-1.394786138,-0.780715208
373,-3.8,33.67861912,-0.653536751,-0.530605644,0.037262935,-0.171276796,-0.169796037,1.649021224,-1.184142395,-0.653536751
374,-3.5,36.35963606,-0.782288931,-1.558912901,0.032181252,-0.178061877,-0.014862632,-2.936090462,-2.341201832,-0.782288931
375,-4.5,43.32628093,-0.71145474,-0.717971919,-0.003456129,-0.251688417,-0.051156627,-1.872902444,-1.429426659,-0.71145474
376,-3.8,39.03466437,-0.653041244,-1.082285773,0.024951444,-0.217030831,-0.115837521,0.43428375,-1.735327018,-0.653041244
377,-5,38.09538031,-0.888399817,-1.745745136,0.00134379,-0.153291776,0.0448457,-5.62357311,-2.634144954,-0.888399817
378,-3.5,34.87873941,-0.838749887,-1.166818034,0.062885719,-0.178607227,0.00429482,-3.944919044,-2.005567921,-0.838749887
379,-3.8,34.10087783,-0.697504439,-0.470862753,0.025734438,-0.164536404,-0.099056152,-1.087186403,-1.168367192,-0.697504439
380,-3.7,32.83759628,-1.026343189,0.482840868,0.089251622,-0.184378029,0.030619239,-5.908264801,-0.543502321,-1.026343189
381,-3.9,39.07760137,-1.099288717,-0.303291598,0.028755085,-0.220631828,0.057632209,-5.397628671,-1.402580315,-1.099288717
382,-4.4,35.35823342,-0.759336819,-0.107193553,0.08610674,-0.219446805,0.018846008,-3.974376394,-0.866530372,-0.759336819
383,-4.4,40.04899265,-0.883872825,-0.948719569,0.018658481,-0.214481391,0.02282688,-4.41469623,-1.832592394,-0.883872825
384,-3.9,32.69341681,-0.79549499,-0.52443384,0.039981978,-0.149724415,-0.173499854,1.432393044,-1.31992883,-0.79549499
385,-4.5,38.61594492,-0.909319653,0.161633318,0.037681194,-0.219193768,0.154366398,-8.619625224,-0.747686335,-0.909319653
386,-2.6,36.75306237,-0.873115586,-1.915438931,0.042141833,-0.17292972,-0.074451069,-2.275645582,-2.788554517,-0.873115586
387,-3.8,45.76346555,-1.136219433,-0.557087842,-0.034628177,-0.247337689,0.147447851,-9.220709723,-1.693307274,-1.136219433
388,-4,36.18314638,-0.970238929,0.075120859,0.033713336,-0.186478768,0.069198311,-6.490308196,-0.895118071,-0.970238929
389,-3.9,32.14177842,-0.948678803,0.562005999,0.0742631,-0.172366252,-0.058698182,-3.057118338,-0.386672804,-0.948678803
390,-4.2,39.68771389,-1.02798143,-1.73150294,0.052903118,-0.211472371,0.104965039,-6.984669362,-2.75948437,-1.02798143
391,-3.9,32.3812692,-1.045418339,1.064148693,0.049343729,-0.167929071,-0.030388961,-3.712247458,0.018730353,-1.045418339
392,-4.2,32.83238523,-0.937672216,-0.242978764,0.040453681,-0.148414714,-0.031785664,-3.59941827,-1.18065098,-0.937672216
393,-4.5,39.98103248,-1.070900827,-1.07939331,0.038665984,-0.20882148,0.1488096,-8.968443182,-2.150294137,-1.070900827
394,-4.7,40.79900425,-1.002628539,-0.504939865,0.02013364,-0.221653123,0.015691694,-3.980455,-1.507568404,-1.002628539
395,-5,37.31388725,-0.857354101,-1.043368465,0.04500359,-0.181114292,-0.049473981,-3.183196054,-1.900722566,-0.857354101
396,-3.8,34.84850217,-1.113338256,-1.228033686,0.057626737,-0.158417134,0.029490337,-5.440175989,-2.341371943,-1.113338256
397,-3.8,35.59764546,-1.116694314,-0.201773214,0.036429681,-0.173561178,0.088037904,-7.494348721,-1.318467528,-1.116694314
398,-3.4,32.87277841,-0.895653314,-0.0510227,0.053037801,-0.168076977,-0.044206828,-3.167903376,-0.946676014,-0.895653314
399,-4,37.3008775,-0.771589157,-0.214689437,0.043979199,-0.214180073,0.031597231,-4.583577657,-0.986278594,-0.771589157
400,-3.8,36.25143284,-0.743277961,-0.768131675,0.051967471,-0.198513038,-0.082943342,-0.68239244,-1.511409636,-0.743277961
401,-4,33.65496371,-0.987468745,-0.391492626,0.060562218,-0.166018945,-0.04411449,-2.901260774,-1.378961371,-0.987468745
402,-2.6,32.83095483,-0.522400367,-0.584527506,0.056947083,-0.185266122,-0.245244913,3.776995823,-1.106927873,-0.522400367
403,-4.1,35.16858497,-1.292328196,-0.365195642,0.0840655,-0.18049501,0.146762009,-9.239086907,-1.657523837,-1.292328196
404,-3.8,36.49699858,-0.999440236,-0.654112114,0.031158209,-0.179231554,0.155925541,-9.333898767,-1.653552349,-0.999440236
405,-3.8,36.20577625,-1.235117452,-1.014711231,0.03842835,-0.161249084,0.045526938,-6.747546849,-2.249828682,-1.235117452
406,-4,37.73580762,-0.935204476,-0.148349025,0.047439959,-0.225325738,0.065018738,-4.51783605,-1.083553501,-0.935204476
407,-3.9,35.65129643,-1.008134556,-0.498902653,0.041596303,-0.168264523,-0.009060911,-5.116610802,-1.507037209,-1.008134556
408,-3.8,32.86940003,-0.71559533,-0.416390301,0.020242276,-0.144075889,-0.173818602,0.7008926,-1.131985631,-0.71559533
409,-3.8,33.03326934,-0.733456518,0.420164277,0.034531206,-0.1658331,-0.082288878,-2.252787962,-0.313292242,-0.733456518
410,-3.5,33.66171543,-1.131748844,-1.023232422,0.050511682,-0.148804554,0.050584607,-6.013094909,-2.154981266,-1.131748844
411,-6,38.28154881,-0.80530626,-0.608672906,0.030031792,-0.189885587,0.05411513,-5.988619908,-1.413979166,-0.80530626
412,-4.4,40.56502351,-1.059468607,-0.000524351,-0.010966569,-0.201175215,0.081122282,-8.060878113,-1.059992958,-1.059468607
413,-3.9,33.23992822,-0.962526843,-0.464374502,0.017407125,-0.135574416,-0.035427093,-3.743120084,-1.426901345,-0.962526843
414,-4.9,35.94107039,-0.884196374,-0.479776038,0.010518708,-0.15793431,0.029495517,-6.26324998,-1.363972412,-0.884196374
